NAME	LOCATION	STATUS	LATX	LONGX	TYPE
Unnamed	Atlantic-C	Uncertain	-0.716666667	-20.53333333	Submarine volcano
Unnamed	Atlantic-C	Uncertain	-3.5	-24.5	Submarine volcano
Ascensión	Atlantic-C	Holocene	-7.95	-14.36666667	Stratovolcano
Trindade	Atlantic-C	Holocene	-20.51444444	-29.33055556	Stratovolcano
Nightingale Island	Atlantic-S	Historical	-37.41666667	-12.48333333	Stratovolcano
Tristan da Cunha	Atlantic-S	Historical	-37.09166667	-12.28333333	Shield volcano
Bouvet	Atlantic-S	Magnetism	-54.41666667	3.35	Shield volcano
Thompson Island	Atlantic-S	Uncertain	-53.93333333	5.5	Submarine volcano?
Young Island	Antarctica	Fumarolic	-66.41666667	162.4666667	Stratovolcano
Sturge Island	Antarctica	Uncertain	-67.4	164.8333333	Stratovolcano
Pleiades, The	Antarctica	Potassium-Argon	-72.66666667	165.5	Stratovolcano
Unnamed	Antarctica	Holocene?	-73.45	164.5833333	Scoria cones
Melbourne	Antarctica	Tephrochronology	-74.35	164.7	Stratovolcano
Unnamed	Antarctica	Holocene?	-76.83333333	163	Submarine volcano
Buckle Island	Antarctica	Historical	-66.78333333	163.25	Stratovolcano
Morning, Mt.	Antarctica	Holocene	-78.5	163.5333333	Shield volcano
Royal Society Range	Antarctica	Holocene?	-78.25	163.3333333	Cinder cones
Berlin	Antarctica	Ar/Ar	-76.05	-136	Shield volcanoes
Andrus	Antarctica	Holocene?	-75.8	-132.3333333	Shield volcanoes
Waesche	Antarctica	Holocene?	-77.16666667	-126.8833333	Shield volcanoes
Siple	Antarctica	Holocene?	-73.43333333	-126.6666667	Shield volcano
Toney Mountain	Antarctica	Holocene?	-75.8	-115.8333333	Shield volcano
Takahe	Antarctica	Ice Core	-76.28333333	-112.0833333	Shield volcano
Hudson Mountains	Antarctica	Ice Core	-74.33333333	-99.41666667	Stratovolcanoes
Peter I Island	Antarctica	Holocene	-68.85	-90.58333333	Shield volcano
Erebus	Antarctica	Historical	-77.53333333	167.1666667	Stratovolcano
Penguin Island	Antarctica	Lichenometry	-62.1	-57.93333333	Stratovolcano
Deception Island	Antarctica	Historical	-62.96666667	-60.65	Caldera
Paulet	Antarctica	Holocene	-63.58333333	-55.76666667	Cinder cone
Bridgeman Island	Antarctica	Uncertain	-62.05	-56.75	Stratovolcano
Seal Nunataks Group	Antarctica	Uncertain	-65.03333333	-60.05	Pyroclastic cones
Thule Islands	Antarctica	Historical	-59.45	-27.36666667	Stratovolcanoes
Montagu Island	Antarctica	Historical	-58.41666667	-26.33333333	Shield volcano
Bristol Island	Antarctica	Historical	-59.03333333	-26.58333333	Stratovolcano
Michael	Antarctica	Historical	-57.78333333	-26.45	Stratovolcano
Candlemas Island	Antarctica	Historical	-57.08333333	-26.66666667	Stratovolcano
Hodson	Antarctica	Holocene	-56.7	-27.15	Stratovolcano
Leskov Island	Antarctica	Fumarolic	-56.66666667	-28.13333333	Stratovolcano
Zavodovski	Antarctica	Historical	-56.3	-27.56666667	Stratovolcano
Protector Shoal	Antarctica	Historical	-55.91666667	-28.08333333	Submarine volcano
